id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1494800567591395330,1494800567591395330,2022-02-18 14:26:42 Pacific Standard Time,2022-02-18,14:26:42,-0800,278530038,sethu_mab,Msese,,Kanye a menace😭⚰️,in,[],[],[],0,0,0,[],[],https://twitter.com/Sethu_mab/status/1494800567591395330,False,,0,,,,,,,,[],,,,
1494800564378488832,1494531427567820810,2022-02-18 14:26:41 Pacific Standard Time,2022-02-18,14:26:41,-0800,1475700992083578882,enkiben,Benjamin Clayton,,"@tlop444 He’s a opp bro, deception I don’t fuck wit him bro, u heard it from God himself now. Kanye a temporary soul bruh.",en,[],[],[],0,0,0,[],[],https://twitter.com/enkiben/status/1494800564378488832,False,,0,,,,,,,,"[{'screen_name': 'tlop444', 'name': '444☆', 'id': '1261369039202418689'}]",,,,
1494800563074220035,1494800563074220035,2022-02-18 14:26:40 Pacific Standard Time,2022-02-18,14:26:40,-0800,1359543464426364935,enesmusk,Enes Musk,,Kanye bana come to Miami diyecek de gitmeyecem,tr,[],[],[],0,0,6,[],[],https://twitter.com/enesmusk/status/1494800563074220035,False,,0,,,,,,,,[],,,,
1494800561429909506,1494800561429909506,2022-02-18 14:26:40 Pacific Standard Time,2022-02-18,14:26:40,-0800,1372433836701753344,eerensgf,cave,,yeah i’m not paying $200 just to listen to kanye’s album 🧍‍♀️,en,[],[],[],0,0,0,[],[],https://twitter.com/eerensgf/status/1494800561429909506,False,,0,,,,,,,,[],,,,
1494800557227323394,1494794010652721157,2022-02-18 14:26:39 Pacific Standard Time,2022-02-18,14:26:39,-0800,1223028031125704704,snog__,✰,,@Gmaster0808 I wish a girl could ride me like prodbyzaqq rides kanye,en,[],[],[],0,0,1,[],[],https://twitter.com/snog__/status/1494800557227323394,False,,0,,,,,,,,"[{'screen_name': 'Gmaster0808', 'name': 'Gmaster0808', 'id': '1361004292908408832'}]",,,,
1494800557063737352,1494800118851244039,2022-02-18 14:26:39 Pacific Standard Time,2022-02-18,14:26:39,-0800,1199861355832135680,bekxax,Bekxa,,"@Morndraug até pouco tempo atrás eu achava que esse fandom do kanye era zueira, quando eu descobri que ele era idolatrado não ironicamente eu fiquei realmente chocada e confusa",pt,[],[],[],0,0,0,[],[],https://twitter.com/bekxax/status/1494800557063737352,False,,0,,,,,,,,"[{'screen_name': 'Morndraug', 'name': 'Ono Ono Ono quem compra NFT é corno', 'id': '2250912918'}]",,,,
1494800553783840776,1494800553783840776,2022-02-18 14:26:38 Pacific Standard Time,2022-02-18,14:26:38,-0800,18874378,_breeyonce,Bree-awn-uh,,not Kanye snitchin on Corey now lmaoo,ht,[],[],[],0,0,1,[],[],https://twitter.com/_BREEyonce/status/1494800553783840776,False,,0,,,,,,,,[],,,,
1494800553263591425,1494800553263591425,2022-02-18 14:26:38 Pacific Standard Time,2022-02-18,14:26:38,-0800,980956828602392576,ashgilfort,hehehehehehehe,,men defending kanye is a 🚩,in,[],[],[],0,0,0,[],[],https://twitter.com/ashgilfort/status/1494800553263591425,False,,0,,,,,,,,[],,,,
1494800552613617664,1494800552613617664,2022-02-18 14:26:38 Pacific Standard Time,2022-02-18,14:26:38,-0800,1167372062,xrhianne_,Rhi.,,Kanye 💀💀💀💀💀  https://t.co/COGVGO7JEt,in,[],[],['https://pbs.twimg.com/media/FL6ZLc7XsAYG225.jpg'],0,0,0,[],[],https://twitter.com/xRhianne_/status/1494800552613617664,False,,1,https://pbs.twimg.com/media/FL6ZLc7XsAYG225.jpg,,,,,,,[],,,,
1494800551963418628,1493713674850254852,2022-02-18 14:26:38 Pacific Standard Time,2022-02-18,14:26:38,-0800,2320038029,hug_me_stlj,Erika💕,,@brigioland Ma lol ero convinta mi avessi risposto al tweet di Kanye e non ti ho più risposto. Comunque circa 1 ora perché so na cogliona,it,[],[],[],0,0,0,[],[],https://twitter.com/Hug_Me_STLJ/status/1494800551963418628,False,,0,,,,,,,,"[{'screen_name': 'brigioland', 'name': 'ziofa', 'id': '1174635678749118464'}]",,,,
1494800550587731968,1494786312699789324,2022-02-18 14:26:37 Pacific Standard Time,2022-02-18,14:26:37,-0800,1252190261112963073,elanamonet,𝐞𝐥𝐚𝐧𝐚 ❥,,i did not know kanye is a pisces moon. he just like me fr,en,[],[],[],0,0,0,[],[],https://twitter.com/elanamonet/status/1494800550587731968,False,,0,,,,,,,,[],,,,
1494800549803438087,1494800549803438087,2022-02-18 14:26:37 Pacific Standard Time,2022-02-18,14:26:37,-0800,1318703053185449992,kaymargera,k,,When has Kanye ever not been serious,en,[],[],[],0,0,0,[],[],https://twitter.com/kaymargera/status/1494800549803438087,False,https://twitter.com/tlop444/status/1494531427567820810,0,,,,,,,,[],,,,
1494800546967920640,1494800546967920640,2022-02-18 14:26:37 Pacific Standard Time,2022-02-18,14:26:37,-0800,293968006,sportscircusint,SPORTS CIRCUS INT.,,"Kanye West Claims To Sell 6,200 Of The $200 Music Players He Says Will Be Only Way To Get His New Album  https://t.co/DdAp6QuZVF  https://t.co/ulT5SgKdiQ",en,[],['http://dlvr.it/SKFFLf'],['https://pbs.twimg.com/media/FL6ZLLLVQAAwuaM.jpg'],0,0,0,[],[],https://twitter.com/SPORTSCIRCUSINT/status/1494800546967920640,False,,1,https://pbs.twimg.com/media/FL6ZLLLVQAAwuaM.jpg,,,,,,,[],,,,
1494800546007453696,1494800546007453696,2022-02-18 14:26:36 Pacific Standard Time,2022-02-18,14:26:36,-0800,1479785631530115072,tellmetimes,Tellme Times,,"Kanye West Claims To Sell 6,200 Of The $200 Music Players He Says Will Be Only Way To Get His New Album  https://t.co/q6lXpnT5Eq",en,[],['http://dlvr.it/SKFFLl'],[],0,0,0,[],[],https://twitter.com/tellmetimes/status/1494800546007453696,False,,0,,,,,,,,[],,,,
1494800541284806662,1494800541284806662,2022-02-18 14:26:35 Pacific Standard Time,2022-02-18,14:26:35,-0800,1468377096926167040,socialjrm,JRM,,$200 for the new Kanye album you must be an ediooot,en,[],[],[],0,0,0,[],[],https://twitter.com/SocialJRM/status/1494800541284806662,False,,0,,,,,,,,[],,,,
1494800540991172609,1494800540991172609,2022-02-18 14:26:35 Pacific Standard Time,2022-02-18,14:26:35,-0800,1397276821071269896,yaraakb,yara:},,If this one person ever leaves me i swear to god i will pull a kanye,en,[],[],[],0,0,0,[],[],https://twitter.com/yaraakb/status/1494800540991172609,False,,0,,,,,,,,[],,,,
1494800539737022468,1494800539737022468,2022-02-18 14:26:35 Pacific Standard Time,2022-02-18,14:26:35,-0800,1330290827743141895,trainereli,TrainerEli,,"Listened to yeezus and I gotta say I’m not impressed.   I expected a lot better from Kanye but not ever album can be great. Beats were weak, a lot of repeating rhymes, most songs were going on about nothing.   A total of 4 tracks were decent, which is more than I expected.  4/10  https://t.co/Lf0FDLrRhk",en,[],[],['https://pbs.twimg.com/media/FL6ZKucXEAU3gMT.jpg'],0,0,1,[],[],https://twitter.com/TrainerEli/status/1494800539737022468,False,,1,https://pbs.twimg.com/media/FL6ZKucXEAU3gMT.jpg,,,,,,,[],,,,
1494800538772570113,1494800538772570113,2022-02-18 14:26:35 Pacific Standard Time,2022-02-18,14:26:35,-0800,735004253559738368,triciacabais,Tricia,,honestly one of the very few (if not the only) good things that came out of kanye’s instagram this week... all d love for @jackharlow,en,"[{'screen_name': 'jackharlow', 'name': 'jack harlow…nail tech out now', 'id': '61642247'}]",[],[],0,0,0,[],[],https://twitter.com/triciacabais/status/1494800538772570113,False,https://twitter.com/jackharlow/status/1494753145150484484,0,,,,,,,,[],,,,
1494800538046713863,1494785445078519809,2022-02-18 14:26:34 Pacific Standard Time,2022-02-18,14:26:34,-0800,1448760491103379465,easyissac2,Issac,,@yibbywtf @_ColeBennett_ @kanyewest okay what date we gimme a set date if he don’t meet it by then i’ll got $50 on it🤝,en,[],[],[],2,0,0,[],[],https://twitter.com/Easyissac2/status/1494800538046713863,False,,0,,,,,,,,"[{'screen_name': 'yibbywtf', 'name': 'Yxbby', 'id': '912782000007901184'}, {'screen_name': '_ColeBennett_', 'name': 'Cole Bennett', 'id': '237875746'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}]",,,,
1494800528483704832,1494800528483704832,2022-02-18 14:26:32 Pacific Standard Time,2022-02-18,14:26:32,-0800,1492303384963133444,jayiguessc,J😎C,,Kanye last IG post 😭😭😭😭,da,[],[],[],0,0,0,[],[],https://twitter.com/JayiguessC/status/1494800528483704832,False,,0,,,,,,,,[],,,,
1494800527116443651,1494800527116443651,2022-02-18 14:26:32 Pacific Standard Time,2022-02-18,14:26:32,-0800,774325599124856832,lexy_yass,Lex,,Now Kanye 😂😂😂,ht,[],[],[],0,0,0,[],[],https://twitter.com/lexy_yass/status/1494800527116443651,False,,0,,,,,,,,[],,,,
1494800520585920512,1494800520585920512,2022-02-18 14:26:30 Pacific Standard Time,2022-02-18,14:26:30,-0800,1145420921429213184,finesommie,Som🦋,,Kanye!!!!! 😭😂,in,[],[],[],0,0,1,[],[],https://twitter.com/Finesommie/status/1494800520585920512,False,,0,,,,,,,,[],,,,
1494800517624745991,1494800517624745991,2022-02-18 14:26:30 Pacific Standard Time,2022-02-18,14:26:30,-0800,1454202042583560193,bigheadrocky12,Big Head Rocky,,Look like Kanye bout to be a scorned woman about this divorce.,en,[],[],[],0,0,0,[],[],https://twitter.com/BigHeadRocky12/status/1494800517624745991,False,,0,,,,,,,,[],,,,
1494800508690833408,1494800508690833408,2022-02-18 14:26:27 Pacific Standard Time,2022-02-18,14:26:27,-0800,2352423221,lightskinniya,missniyababy💋,,If Kanye West said we outside then WE OUTSIDE 😂😂😂😂,en,[],[],[],0,0,0,[],[],https://twitter.com/lightskinniya/status/1494800508690833408,False,,0,,,,,,,,[],,,,
1494800497710186497,1494800497710186497,2022-02-18 14:26:25 Pacific Standard Time,2022-02-18,14:26:25,-0800,1472413775072530433,lizinvitesonly,liz.eth,,Kanye thinks ima pay $200 the album when I can wait for it to get leaked to Pirate Bay 💀🤣,en,[],[],[],0,0,0,[],[],https://twitter.com/lizinvitesonly/status/1494800497710186497,False,,0,,,,,,,,[],,,,
1494800489673805824,1494800489673805824,2022-02-18 14:26:23 Pacific Standard Time,2022-02-18,14:26:23,-0800,405033169,rekardoowens,Rekardo Owens,,Aye Kanye wild 😂😂😂😂,ht,[],[],[],0,0,0,[],[],https://twitter.com/rekardoowens/status/1494800489673805824,False,,0,,,,,,,,[],,,,
1494800486536552450,1494800486536552450,2022-02-18 14:26:22 Pacific Standard Time,2022-02-18,14:26:22,-0800,4838684961,yuhhhboyg,Chef Boyarr G,,"Both Kanye and j Cole getting real active on the gram , tf goin on",en,[],[],[],0,0,0,[],[],https://twitter.com/YuhhhBoyG/status/1494800486536552450,False,,0,,,,,,,,[],,,,
1494800483147558915,1494800483147558915,2022-02-18 14:26:21 Pacific Standard Time,2022-02-18,14:26:21,-0800,1095158033074786304,ayeshachair,tangled fog of pulsating yearning,,all this victim blaming in the kanye kim situation is making sure I don’t trust anyone enough to reveal anything ever and I’m sure it’s making others feel the same,en,[],[],[],0,0,0,[],[],https://twitter.com/ayeshachair/status/1494800483147558915,False,,0,,,,,,,,[],,,,
1494800475555774478,1494800475555774478,2022-02-18 14:26:20 Pacific Standard Time,2022-02-18,14:26:20,-0800,798970493105799183,lhamrs892,logan,,i was waiting for y’all to start blaming her. you don’t disappoint. because kim is the one stalking and harassing kanye’s new gf right? kim is driving away friends and acting like a child on social media,en,[],[],[],0,0,1,[],[],https://twitter.com/Lhamrs892/status/1494800475555774478,False,https://twitter.com/staytru_/status/1494508481252143105,0,,,,,,,,[],,,,
1494800466034712579,1494800466034712579,2022-02-18 14:26:17 Pacific Standard Time,2022-02-18,14:26:17,-0800,1389837508314341377,manfoundout,Matanuska Thunderfriend,,Notice how Kanye manages to escape these lists,en,[],[],[],1,0,0,[],[],https://twitter.com/manfoundout/status/1494800466034712579,False,https://twitter.com/blameaspartame/status/1494565293057740800,0,,,,,,,,[],,,,
1494800464667361280,1494800464667361280,2022-02-18 14:26:17 Pacific Standard Time,2022-02-18,14:26:17,-0800,4761393755,hiphopafrikan,Ben Simmons Hate Group,,Difference is Kanye is a billionaire who has the luxury to afford being able to put his music on streaming services for cents on the dollar. I’d rather buy a $200 album from a promising young artist than an established mogul.,en,[],[],[],0,0,0,[],[],https://twitter.com/HiphopAfrikan/status/1494800464667361280,False,https://twitter.com/spizzyspose/status/1494655130955927552,0,,,,,,,,[],,,,
1494800458233393155,1494800458233393155,2022-02-18 14:26:15 Pacific Standard Time,2022-02-18,14:26:15,-0800,985587734453669888,yougotdesires,nick,,omg kanye now why would you post this 😭,en,[],[],[],0,0,0,[],[],https://twitter.com/yougotdesires/status/1494800458233393155,False,https://twitter.com/eiusiveemotions/status/1494799735655387143,0,,,,,,,,[],,,,
1494800451371520007,1494800451371520007,2022-02-18 14:26:14 Pacific Standard Time,2022-02-18,14:26:14,-0800,12158132,arcano17,Consultoría Arcano 17,,"Kanye West’s $200 Stem Player will be the only way to get his next album, Donda 2 - The Verge  https://t.co/CNLlFCGWqn",en,[],['https://www.theverge.com/2022/2/18/22940748/donda-2-stem-player-kanye-west-exclusive-music'],[],0,0,0,[],[],https://twitter.com/arcano17/status/1494800451371520007,False,,0,,,,,,,,[],,,,
1494800447659511811,1494497118022684675,2022-02-18 14:26:13 Pacific Standard Time,2022-02-18,14:26:13,-0800,1466848709476556811,jimmyperry0621,RillaPerry 🇺🇸,,"@rutledgecharle1 @Aye_Yo_Jo33 @wodouble22 @Antionette_B1 I’m saying Jadakiss is out on a peddle stool because of his history. Now we not sit here and act like Ross didn’t out rap Hov, Nas, Wayne and Kanye on features. I can give you whole thread in that.",en,[],[],[],2,0,2,[],[],https://twitter.com/jimmyperry0621/status/1494800447659511811,False,,0,,,,,,,,"[{'screen_name': 'rutledgecharle1', 'name': 'CRLINY1 #BIE/ADOS/FBA/B1 👀🔥💯', 'id': '2959470465'}, {'screen_name': 'Aye_Yo_Jo33', 'name': 'Aye Yo Jo33', 'id': '1442445639678234626'}, {'screen_name': 'wodouble22', 'name': 'Monty Hall', 'id': '4529958796'}, {'screen_name': 'Antionette_B1', 'name': 'Antionette *', 'id': '1368088571094183937'}]",,,,
1494800441892290564,1494800441892290564,2022-02-18 14:26:12 Pacific Standard Time,2022-02-18,14:26:12,-0800,185115193,adabagcompany,Cengiz Adabag,,Kanye West Objects to Kim Kardashian’s Divorce Request to Restore Single Status: Here’s Why  https://t.co/TT83RYsUPD,en,[],['https://canadanews.fr/kanye-west-objects-to-kim-kardashians-divorce-request-to-restore-single-status-heres-why/'],[],0,0,0,[],[],https://twitter.com/adabagcompany/status/1494800441892290564,False,,0,,,,,,,,[],,,,
1494800441615470596,1494800441615470596,2022-02-18 14:26:11 Pacific Standard Time,2022-02-18,14:26:11,-0800,1226615233864708096,lorigiovagnoli,Lorenzoo,,quanto ci metterà la gente a capire che kanye farà uscire il disco sul sito stemplayer e non sul dispositivo,it,[],[],[],1,0,0,[],[],https://twitter.com/lorigiovagnoli/status/1494800441615470596,False,,0,,,,,,,,[],,,,
1494800436041330691,1494800436041330691,2022-02-18 14:26:10 Pacific Standard Time,2022-02-18,14:26:10,-0800,4813543515,somerslew,Leah,,So everything you’ve read about #kanye this year was a PR stunt?! Congrats Huns 👏 #JeenYuhs  https://t.co/EbUWavwtsf,en,[],[],['https://pbs.twimg.com/media/FL6ZEj8X0AIGNj0.jpg'],0,0,0,"['kanye', 'jeenyuhs']",[],https://twitter.com/somerslew/status/1494800436041330691,False,,1,https://pbs.twimg.com/media/FL6ZEj8X0AIGNj0.jpg,,,,,,,[],,,,
1494800431750471688,1494800431750471688,2022-02-18 14:26:09 Pacific Standard Time,2022-02-18,14:26:09,-0800,35471686,_ovohostix,Big Teezus from da 9,,Kanye!!!!😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 not him posting about Corey cheating oh my god take his phone 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,en,[],[],[],0,0,2,[],[],https://twitter.com/_OVOHoStix/status/1494800431750471688,False,,0,,,,,,,,[],,,,
1494800430513205251,1494800430513205251,2022-02-18 14:26:09 Pacific Standard Time,2022-02-18,14:26:09,-0800,2492328449,kellanklav,ᴋᴇʟʟᴀɴ ᴋʟᴀᴠ,,ALWAYS WANTED TO MEET KANYE &amp; TELL HIM HOW HE INSPIRED A 7 YEAR OLD ME TO MAKE MUSIC FOREVER THAT'S ALL MAN,en,[],[],[],0,0,0,[],[],https://twitter.com/kellanklav/status/1494800430513205251,False,,0,,,,,,,,[],,,,
1494800428030124034,1494800428030124034,2022-02-18 14:26:08 Pacific Standard Time,2022-02-18,14:26:08,-0800,1252387819743522816,lordgalvatron1,Lord Galvatron,,Kanye Omari West really going hard. That's his family.,en,[],[],[],0,0,0,[],[],https://twitter.com/LordGalvatron1/status/1494800428030124034,False,,0,,,,,,,,[],,,,
1494800427044507654,1494800427044507654,2022-02-18 14:26:08 Pacific Standard Time,2022-02-18,14:26:08,-0800,207413359,sebzhama,𝕾𝖊𝖇𝖆𝖘𝖙𝖎𝖆𝖓 𝕳𝖆𝖒𝖆,,This Kanye West documentary just shows how one needs a #donda in their lives #jeenyus,en,[],[],[],0,0,0,"['donda', 'jeenyus']",[],https://twitter.com/SebzHama/status/1494800427044507654,False,,0,,,,,,,,[],,,,
1494800423412191233,1494776002932842503,2022-02-18 14:26:07 Pacific Standard Time,2022-02-18,14:26:07,-0800,574917770,tack_neely_inc,Tack,,@papiblanco33 @barstoolsports They on some Kanye level obsession,en,[],[],[],0,0,0,[],[],https://twitter.com/Tack_Neely_Inc/status/1494800423412191233,False,,0,,,,,,,,"[{'screen_name': 'papiblanco33', 'name': 'Cuck O’Neil Sr.', 'id': '354390383'}, {'screen_name': 'barstoolsports', 'name': 'Barstool Sports', 'id': '22637974'}]",,,,
1494800421679874050,1494800421679874050,2022-02-18 14:26:07 Pacific Standard Time,2022-02-18,14:26:07,-0800,4554548412,cherry_wangz,Cherry.Wangz,,The Kanye shit really is so unfortunate cause the nigga make good music… I just can’t look past all the horrible shit he’s done tho…,en,[],[],[],0,0,0,[],[],https://twitter.com/Cherry_Wangz/status/1494800421679874050,False,,0,,,,,,,,[],,,,
1494800404282056710,1494800404282056710,2022-02-18 14:26:03 Pacific Standard Time,2022-02-18,14:26:03,-0800,1226986707742068746,dalsochio14,pedroga #14🐭🚬,,a coluna mel pai kanye foi de berço,pt,[],[],[],0,0,0,[],[],https://twitter.com/dalsochio14/status/1494800404282056710,False,https://twitter.com/dondatimes/status/1494700261394243589,0,,,,,,,,[],,,,
1494800401912242180,1494800401912242180,2022-02-18 14:26:02 Pacific Standard Time,2022-02-18,14:26:02,-0800,1276578121135710208,zonapriangan,ZonaPriangan.com,,"Perceraian Rapper Kanye West dan Kim Kardashian Makin Rumit, Menyangkut Aset dan Hak Asuh Anak  https://t.co/VKRo7Af9ue",in,[],['http://dlvr.it/SKFFGM'],[],0,0,0,[],[],https://twitter.com/ZonaPriangan/status/1494800401912242180,False,,0,,,,,,,,[],,,,
1494800395411066882,1494592738234413058,2022-02-18 14:26:00 Pacific Standard Time,2022-02-18,14:26:00,-0800,1330347099230236672,mqrtin9,Mартин,,@maxxxelcrakito Après au moins Kanye reconnaît ses gosses,fr,[],[],[],0,0,0,[],[],https://twitter.com/Mqrtin9/status/1494800395411066882,False,,0,,,,,,,,"[{'screen_name': 'maxxxelcrakito', 'name': 'un random', 'id': '1199373244157104132'}]",,,,
1494800385655062531,1494800385655062531,2022-02-18 14:25:58 Pacific Standard Time,2022-02-18,14:25:58,-0800,1369115494167547904,westbangtan,tete,,"kanye dando carta branca pra vcs ficarem querendo fazer pardos com esse, pensa q eu n sei",pt,[],[],[],0,0,1,[],[],https://twitter.com/WESTBANGTAN/status/1494800385655062531,False,https://twitter.com/jackharlow/status/1494753145150484484,0,,,,,,,,[],,,,
1494800382752608264,1494800382752608264,2022-02-18 14:25:57 Pacific Standard Time,2022-02-18,14:25:57,-0800,1332767995958013953,ski_824,Ski,,Kanye said “ we outside “ 😭😭😭😭  https://t.co/mHdsOs5C9v,en,[],[],['https://pbs.twimg.com/media/FL6ZBS8XEAAWD-l.jpg'],0,0,0,[],[],https://twitter.com/ski_824/status/1494800382752608264,False,,1,https://pbs.twimg.com/media/FL6ZBS8XEAAWD-l.jpg,,,,,,,[],,,,
1494800373273538562,1494800373273538562,2022-02-18 14:25:55 Pacific Standard Time,2022-02-18,14:25:55,-0800,1476331270107848704,newyeheadlines,Correcting Ye Headlines,,Kanye is winning rn 🏄‍♂️🏄‍♂️🏄‍♂️  https://t.co/MlcjChj8l2,en,[],[],['https://pbs.twimg.com/media/FL6ZBCcWQAY-_wZ.jpg'],2,2,53,[],[],https://twitter.com/newyeheadlines/status/1494800373273538562,False,,1,https://pbs.twimg.com/media/FL6ZBCcWQAY-_wZ.jpg,,,,,,,[],,,,
1494800372627611649,1494800372627611649,2022-02-18 14:25:55 Pacific Standard Time,2022-02-18,14:25:55,-0800,1400144997102624769,radlibism,wes,,"Kanye is actually pretty based for making his album only available for direct purchase because Spotify and streaming generally is fucking terrible for artists, but $200 is a scam lol",en,[],[],[],0,0,0,[],[],https://twitter.com/radlibism/status/1494800372627611649,False,,0,,,,,,,,[],,,,
1494800365992165376,1494800365992165376,2022-02-18 14:25:53 Pacific Standard Time,2022-02-18,14:25:53,-0800,1367895787812818945,rbennn579,RSB,,Booba c’est le Kanye West de France en fait,fr,[],[],[],0,0,0,[],[],https://twitter.com/rbennn579/status/1494800365992165376,False,https://twitter.com/keskivonferr/status/1494629940901425153,0,,,,,,,,[],,,,
1494800357720920065,1494800357720920065,2022-02-18 14:25:51 Pacific Standard Time,2022-02-18,14:25:51,-0800,94467815,jovanny_sanchez,Jovanny Sanchez,,Welp... Kanye rabbit hole here we come,en,[],[],[],0,0,0,[],[],https://twitter.com/jovanny_sanchez/status/1494800357720920065,False,,0,,,,,,,,[],,,,
1494800355250642946,1494800355250642946,2022-02-18 14:25:51 Pacific Standard Time,2022-02-18,14:25:51,-0800,837040737996926985,alexloves_u,AlexLovesYou,,I listen to some g(old) music that im prolly missing out on. Started this morning with Kendricks To Pimp a Butterfly and now i see why its top album. And listened to other stuff like Earl Sweatshirt and some Kanye West,en,[],[],[],0,0,0,[],[],https://twitter.com/AlexLoves_U/status/1494800355250642946,False,,0,,,,,,,,[],,,,
1494800354743136258,1494800354743136258,2022-02-18 14:25:51 Pacific Standard Time,2022-02-18,14:25:51,-0800,1358187799,templurum,leto II,,drop the torrent for kanye's doc i wont be paying netflix ever again  https://t.co/6EzxaU9IKa,en,[],[],['https://pbs.twimg.com/media/FL6ZADbXsAEs_vz.jpg'],0,0,0,[],[],https://twitter.com/templurum/status/1494800354743136258,False,,1,https://pbs.twimg.com/media/FL6ZADbXsAEs_vz.jpg,,,,,,,[],,,,
1494800353438715905,1494800353438715905,2022-02-18 14:25:50 Pacific Standard Time,2022-02-18,14:25:50,-0800,333542844,_theanto,Anto,,I hope I’m as unhinged as Kanye when I’m in my 40s,en,[],[],[],0,0,0,[],[],https://twitter.com/_TheAnto/status/1494800353438715905,False,,0,,,,,,,,[],,,,
1494800350481637378,1494800350481637378,2022-02-18 14:25:50 Pacific Standard Time,2022-02-18,14:25:50,-0800,820421042,m_e_mahone,matthew mahone,,If you combine a Bop It! with a BetaMax soldered to a xylophone and a blue wire attached to a 2005 iPod shuffle you can listen to Kanye’s Donda 2.,en,[],[],[],0,0,0,[],[],https://twitter.com/M_E_Mahone/status/1494800350481637378,False,,0,,,,,,,,[],,,,
1494800337600929797,1494797621235433475,2022-02-18 14:25:47 Pacific Standard Time,2022-02-18,14:25:47,-0800,1489672966535319557,girlwriter5,ace chu,,@Mennayar @FoxNews @kanyewest @KimKardashian That’s super bad.,en,[],[],[],0,0,0,[],[],https://twitter.com/girlwriter5/status/1494800337600929797,False,,0,,,,,,,,"[{'screen_name': 'Mennayar', 'name': 'Mennayar', 'id': '15832255'}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': '1367531'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}, {'screen_name': 'KimKardashian', 'name': 'Kim Kardashian West', 'id': '25365536'}]",,,,
1494800336040693768,1494800336040693768,2022-02-18 14:25:46 Pacific Standard Time,2022-02-18,14:25:46,-0800,1397347732923293697,eternaifever,psychic wounds,,if Kanye wants to get back at Kim he should just get a Turkish gf,en,[],[],[],0,0,1,[],[],https://twitter.com/eternaIfever/status/1494800336040693768,False,,0,,,,,,,,[],,,,
1494800331741487109,1494799240488443909,2022-02-18 14:25:45 Pacific Standard Time,2022-02-18,14:25:45,-0800,1494495819793317890,inktzwarte,John.,,"@GMonroyEnergy @kanyewest Regresó, en forma de fichas NFT.",es,[],[],[],0,0,1,[],[],https://twitter.com/InktZwarte/status/1494800331741487109,False,,0,,,,,,,,"[{'screen_name': 'GMonroyEnergy', 'name': 'Gonzalo Monroy', 'id': '2187852822'}, {'screen_name': 'kanyewest', 'name': 'ye', 'id': '169686021'}]",,,,
1494800331451949056,1494800331451949056,2022-02-18 14:25:45 Pacific Standard Time,2022-02-18,14:25:45,-0800,540185523,spaydz_,Jackson Spadaro,,"So mindblowing watching this Kanye doc, label execs hearing all falls down and acting like it’s a terrible American idol audition",en,[],[],[],0,0,0,[],[],https://twitter.com/Spaydz_/status/1494800331451949056,False,,0,,,,,,,,[],,,,
1494800329103216640,1494800329103216640,2022-02-18 14:25:45 Pacific Standard Time,2022-02-18,14:25:45,-0800,3192781188,lxrdoj_damenace,LXRD OJ,,"If she ain’t fighting for me, like Kanye’s fighting for his I don’t want her",en,[],[],[],0,0,0,[],[],https://twitter.com/LxrdOJ_DaMenace/status/1494800329103216640,False,,0,,,,,,,,[],,,,
1494800325919842311,1494800325919842311,2022-02-18 14:25:44 Pacific Standard Time,2022-02-18,14:25:44,-0800,17516757,pascalgibbn,Pascal Giberné,,"""You play tracks like Michael Jordan shoots free throws"", Donda West showing love to her son, Kanye. Du très très lourd dans ce premier épisode de Jeen-yuhs: A Kanye Trilogy racontant l'arrivée du Native son de Chi Town sur la scène hip hop.  Must see TV.",fr,[],[],[],0,0,0,[],[],https://twitter.com/PascalGibBN/status/1494800325919842311,False,,0,,,,,,,,[],,,,
1494800323495575553,1494800323495575553,2022-02-18 14:25:43 Pacific Standard Time,2022-02-18,14:25:43,-0800,1372658397364027401,thabarroness,Jupiter’s Red Spot,,Kanye freal acting like a drunk yt ho but ima still ride for him 2Pac - I Ain't Mad At Cha [High Quality]  https://t.co/Iev1VMSTKS via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/gyDHmQp6Hek'],[],0,0,0,[],[],https://twitter.com/thaBarroness/status/1494800323495575553,False,,0,,,,,,,,[],,,,
1494800322824314881,1494753145150484484,2022-02-18 14:25:43 Pacific Standard Time,2022-02-18,14:25:43,-0800,23306830,vikram662,👑LongLiveJimBenning👑,,@jackharlow Kanye crazy though.,en,[],[],[],0,0,0,[],[],https://twitter.com/Vikram662/status/1494800322824314881,False,,0,,,,,,,,"[{'screen_name': 'jackharlow', 'name': 'Jack Harlow…NAIL TECH OUT NOW', 'id': '61642247'}]",,,,
